id	label
HrEUzoS9ErQ_000000	people coughing
UR-2P-NHz1w_000240	cattle bellowing
m-2-HsrBkak_000030	fire truck air horn
LkJeC5nr8Is_000022	goat coughing
RhsXiHgKzyY_000023	gibbon screaming
QHPJK945JVg_000010	truck horn honking
NdYDEnBhiSE_000018	coyote yipping
HajY_r6RNy0_000090	man yodeling
S1glY1D9qDU_000035	hedge trimmer buzzing
m1GaYAKcH9g_000050	car alarm
SA18ixsI9fI_000044	ice cream truck alarm
AHIV0RMwnN8_000210	drumming on table
FFSWmryaZ60_000030	engine roaring
SDtPpEVplNY_000080	cow moaning
ftxxMmqrYQ8_000003	snake hissing
TNCJ68vFKg8_000120	people coughing
SyWbd9bOCps_000096	donkey coughing
Swien0oGl7o_000090	tuning banjo
Y5Qrawu3guY_000030	typing on keyboard
muuSxbHjipw_000112	alarm clock beeping
kC34iOvwo40_000293	beating a rug
ZFs03gCSB_g_000270	tapping on plastic
AKxm4V3OylU_000030	lions grunting
BEGgDbKEXMw_000028	dog whining
5__UnpOFMZo_000005	telephone chirping
pjuyGQPd4S4_000039	slapping table
TB3VhNczX88_000010	people hiccuping
D1tl1eS7ubI_000000	woman singing
lQNWx4KRlz0_000450	subway braking
39rXWSXGOyo_000080	cat snoring
TZGKriaJKAY_000163	scraping metal
MNEuyIAtj3U_000172	cow groaning
puQFxYICkII_000000	person singing
9XuTWG0Svls_000041	popcorn exploding
fLZ5jPkCUOQ_000014	gibbon screaming
Kvpav8cFKhM_000120	electronic organ music
2bCuw7U_Rac_000390	accordion wheezing
oVcQgIsw2Ac_000030	man singing
cEjYmO5-dLk_000010	cello droning
raCETItMU_g_000299	bassoon droning
jUjEZr4O6fU_000030	chainsaw revving
fc9x20wj8ss_000076	telephone bell chiming
jVbT8XQkJx8_000079	whistling a tune
e42ylHtkQ5M_000030	tapping on typewriter
HpDgnUgkNTo_000120	railroad car braking
Dtj3xlb92Vk_000070	playing snare drum
_-W48cCMzXU_000102	baltimore oriole chirping
uki8gvAywnU_000125	people singing
9s8jDGsBij4_000010	people sneezing
rFwJ2L-geWw_000030	tongue clicking
zrrM6Qg2Dwg_000030	typing on keyboard
4UCZF_UnG10_000027	engine struggling
MFm2C-ve7qw_000030	brass ensemble droning
K1PzpuR6CqY_000010	trumpet blaring
GWlU-skSlAg_000100	chickadee pecking wood
GlnhrMSrP5c_000014	cat purring
bmefVbk2-lM_000114	slapping table
n7QAOoPX6yw_000003	tapping on metal
oT8Vg7egGwI_000077	people cheering
gBHlKMGENc0_000551	people chewing gum
KC-wRA_SwK0_000140	helicopter engine whining
lA3KGYqG5rQ_000458	bull moaning
Uvvl1qfsh8A_000063	baltimore oriole whistling
gLSoyIcevss_000030	violin wailing
_gG0KNGD47M_000030	truck turn signal blinking
_2hXtglCsD8_000016	snake hissing
9FDzG0xNp5s_000150	subway rumbling
IClqeKMGVdQ_000058	slot machine bonus round
SqEWh1M2SIc_000030	ice cream truck alarm sounding
xvVz2LbGiMM_000167	people growling
rM0mOUPtSpU_000060	people coughing
aSDoEYTHGUA_000030	pigeon purring
OCwzCoB6p-4_000030	banging drawer
ddeSMfFLYTI_000420	telephone chirping
52GtuAAT-94_000042	barn swallow twittering
zxd98l89Prk_000036	tiger coughing
NwpT3VmaDGE_000205	bassoon drone
H5rRqioLDxY_000030	baby coughing
dlFXGfbcYvg_000027	wood thrush singing
bWyrxAZCOhA_000020	cello moaning
rPGgxEE2hjk_000091	pheasant sneezing
ejwXH7ztxpE_000135	parrot chattering
QqdmtqL64RA_000030	trombone blaring
Jv6rpwJ7bgc_000030	person singing
Bx9dAclTA04_000176	bugle sputtering
ImhA1R3CLI4_000480	people kissing
OrZNGml0csQ_000022	car engine sputtering
UWz5OIijWM4_000030	motorcycle engine idling
ck5S__5JJvE_000005	bull growling
a1THgU6-Wj0_000440	tractor plowing
02UvvE1oA1I_000030	goat coughing
wGcq9cUby6A_000044	stomping feet
uAcYglB_pRw_000390	bird chattering
avMMHoVQdTI_000039	sawing wood
LXZNhyX5SkE_000206	train wheels grinding
n7-lKjrJFA0_000088	telephone beeping
Z8e1GUopzRk_000050	baby crying
7SR2Nk3gkQ4_000187	cuckoo bird pecking
B-ABbng7Zo4_000508	barn swallow chirping
ZeFA4i5ZaBU_000112	slapping table
oE64sF3UtfU_000010	people coughing
YaZx80MEyKs_000060	people screaming
o3F3tUpmVaw_000030	car alarm
FrLkQovl2Ok_000000	pheasant squawking
xoXTlNWkC7w_000170	slapping table
xHnIZIPMRNg_000041	turkey squawking
O8DtnVJN_dY_000030	fire truck alarm sounding
d8ya35A6yzk_000075	airplane engine roaring
F0xRrtS-_Wk_000030	crow screeching
blT66g8x458_000180	ocean lapping
RGWC7icTM_E_000031	male humming
qHDSQ2RC-sQ_000030	singing bowl humming
Cmb7oRnRLio_000034	whale moaning
Qa_6nlhGR9k_000051	canary whistling
qhOaqSH-x5E_000030	bird ruffling feathers
aU3PT6cU-5g_000395	tambourine on a bumpy ride
KS_5Qiec4AI_000009	warbler clicking
Pvsrn7bxz9Y_000024	chinchilla sneezing
_UmY2aYt1YQ_000030	race car engine revving
1UXkMZNI5o4_000373	wood thrush chirping
M61BBJpvvx8_000030	sewing machine rattling
RHYNFIUe7H8_000001	canary whistling
fFucfdLwSPM_000010	people screaming
1_Q80fDGLRM_000010	dog coughing
B6V6cA5p08M_000083	people coughing
Qu4HdM0sAOM_000059	warbler singing
e2yjPsXo4_M_000016	crow coughing
btzP6UEH1pI_000412	slot machine jackpot
_Zh3mvd4Ci8_000050	alarm clock rattling
UNJswfXKJ3s_000030	tapping on desk
MnH4tzgKXVc_000030	chainsaw accelerating
YGj2ZPZ5cew_000290	turkey gurgling
LvpgSdHLuCY_000320	baby coughing
yLazKv68TeA_000078	walking on dry leaves
2j4dsRMuj4Y_000079	fan clicking
IevRzGh8uMs_000134	train roaring
fQRh2QW5RX8_000030	bird calling
hidrmMfy49s_000014	woman singing
4-DcTjFR4qw_000100	car engine roaring
lEjV0us_eF0_000021	man singing opera
8BQgOfXaBa4_000125	snake hissing
z6pCw302VWc_000098	alarm clock beeping
-7tYmeOmsRg_000180	crushing plastic bottle
0teMcpgy9Jo_000058	pheasant squawking
yzG0xXcCRJA_000055	cow groaning
2Pl5B1Tpn1U_000024	electric grinder whirring
WUJXiIqMhCs_000036	shofar droning
E2DcawleYIY_000030	electronic organ music
J2nDnAerah0_000030	helicopter hovering
4wozMD0enDU_000000	otter chirping
GeUJHkgzFSE_000012	parrot squawking
zD9Kgrva0RU_000013	shredding guitar
nmp9yqhsjqg_000350	typing on keyboard
TXW3Qm9qT0c_000030	people scraping feet
FgzVC4jxtxg_000100	person whistling
iCIa_pmLDqs_000030	strumming banjo
6ZDqSPh5u20_000022	people eating ice
zcrQlstpqUI_000131	snapping fingers
hAukn8dWZ2M_000030	people coughing
0bobzCB2ObQ_000076	tractor backhoe operating
JXZuAd9Lgew_000020	dog coughing
gMDf19Ad_qA_000058	person coughing
kVuG_F3qCuY_000176	steel guitar wailing
HOTIBJemUB8_000087	tapping table
EyEVKlDZtrw_000025	person drumming
28StN9ykZ68_000094	drumming on table
-8cgbhIR_pw_000030	man humming a tune
1RhYdQnZ_hw_000030	female humming
s2avsLDhTUM_000062	cricket rattling
XrNfbjSoitY_000080	person coughing
aALMH6QHOVg_000017	people hiccuping
m4HJsIC5-x0_000345	cow groaning
LyravGP_Li8_000264	electric razor buzzing
DC4_1CHRcx8_000196	dinosaurs roaring
K7dXkfKAano_000576	playing with slime
mPU9j7icxs0_000123	electric shaver humming
ENQli94rpHM_000000	people clapping
JgxnHxZXzrI_000011	firecracker backfiring
bmKtI808DsU_000009	lion snoring
u0aPBeSCVvI_000000	magpie chattering
NIXYf0CSnhE_000080	people gasping
AY0jDdFbBZQ_000025	sewing machine clattering
EN_fOMt-IVE_000060	choir humming
b6867WvTgOk_000080	motorcycle backfiring
HVSrOlC3270_000045	dog whining
URtpQZsUmBY_000030	cow kicking bucket
BHajqlL5wmw_000500	drawer scraping
LjxhswBV1UA_000020	tapping on ukulele
sosmMya-v6k_000782	people screaming
dvUScIfbsOY_000051	cow groaning
rhAwhUVsWRo_000005	goat coughing
Guwl5G6Wr4Y_000030	cello droning
7-z44NWB-84_000170	gibbon singing
C4EJRCN7f7Q_000558	child wailing
rUU-ScAcnW4_000030	organ music
H4rdJlSSt5Y_000030	strumming banjo
6EwAjQDFHcs_000140	person snapping twigs
F1X7egd8Us0_000030	tapping on guitar
xB2jrWz3N8E_000042	tapping on desk
HOm3GkVl8D8_000040	chinchilla squeaking
6HuIs2xW5kI_000104	fox coughing
qY0tqG5jmfs_000043	chickadee tapping
799dPLm5vs4_000002	pheasant squawking
60AkV1YbZlU_000006	smoke detector ringing
2KEg1a42Wx0_000288	cat growling
K2pP4vbDrBw_000108	slapping table
YzCK7OtGzqs_000010	baby screaming
12T-9dLEbY8_000020	bird coughing
kRqRKQoKluE_000033	snake slithering
1ErGsKIlhAI_000051	people singing opera
DRSs6q_sTr4_000000	bird screaming
H6RE7PjUrjI_000015	steel guitar crying
H942QC8B3bc_000030	horse stomping
IJ0jeaVklt8_000016	testing snare drum
MON5q_Vvgx8_000062	fox screeching
Ys9Tvftkin0_000070	woman coughing
hCR2_Lrjw8I_000048	canary whistling
Bpw53tN6h8E_000030	singing bowl humming
unZVgi2s9w8_000015	telephone buzzing
bY2cN3BgPsU_000070	people shouting
fFKL_Njts_U_000371	playing bongos
fB9W0awy06E_000160	electric grinder whirring
I2S72eajLzw_000030	testing hammond organ
kX4-OMWCdCc_000150	man singing
sAL3qAUtF20_000101	tapping fingers
OWJ_fMJFjWQ_000358	car engine running
eIxOyj3LfJM_000007	police car alarm
sP0anQjatZQ_000032	chipmunk hiccuping
n4-THBrsn4o_000106	coyote yipping
T6cqaSkv9MQ_000084	baltimore oriole pecking
2drXOn18U3Q_000136	slot machine jackpot
yJoELHadsvo_000030	people coughing
KJMpCjosdu4_000051	lathe whirring
RliBuXFTL-o_000036	electric grinder sanding
c40hgtfiYm0_000010	operating teletype machine
ZOkDV5Z3Nn8_000012	slapping table
FMr1WHtXJbc_000030	shredding guitar
nCqe6N5e__0_000000	whistling
RoS465ZH1lg_000013	cat spitting
Awtmlyq0MY8_000030	people coughing
gNx6DV8EcF8_000107	airplane taking off
hIazzIF19gY_000110	water bubbling
IJXrQCDz-wc_000233	crushing ice
2YJpjSldLtg_000495	snowmobile engine revving
fh3sWiAtViA_000033	crumpling paper
AhlnqK6ONro_000030	didgeridoo droning
MpWGx5odhh8_000160	banjo strumming
Wu--g0m8oWA_000011	bus engine running
3AcKnYk_cLY_000030	speedboat engine revving
Yd10enP9ykM_000030	tires rubbing
PeWX2XHqnTw_000005	double bass droning
CguHOT6Ve3E_000020	waterfall rushing
lKkW2wWkSJE_000111	airplane exploding
BUGx2e7OgFE_000030	man whistling
EtcoN3RhRZg_000127	sawing wood
lutN6JqHO_s_000173	person humming
l5O87Umi7DI_000210	tapping on bass guitar
BBfh0v1KH2Y_000030	typing on keyboard
EzCuOP46kpM_000210	tapping harp
W3vkkSbyODo_000043	bassoon solo
v-J-jzNonoY_000040	cat growling
Kp3-Drt61_M_000046	people hiccuping
kiAMVnSBGw0_000030	man grunting
LFYRuK8YstI_000030	strumming banjo
oIUof9ZzRcs_000018	chinchilla sneezing
8LXFSLK3otM_000010	lawn mower idling
7gr6ZOKZwuQ_000010	bus engine idling
8dMtEVjgsHs_000017	elephant rumbling
UmGzdua2Ayc_000014	people coughing
31O2j4aAgYU_000030	bass guitar slapping
3GtvLj8K1F4_000140	man whistling
eg-vJOCRwmo_000622	person chewing gum
5Hvz5Dn0IHA_000118	child humming
_pquL-kF_FM_000229	people stomping
SX5-0_j1leg_001008	grinding metal
oPzAaB7LoqU_000030	baby whining
YsHxZjm-zg8_000120	sawing wood
Cpwy_3wUjSc_000330	child humming
hSV8LmYR6TY_000010	dove clucking
MetDvJdgZ64_000049	lion coughing
AcNCcWJezXI_000030	scat singing
DrN1hZuDLqA_000153	lathe grinding
466XkuormNQ_000030	typing on keyboard
TUpX4p-Ej_o_000336	train wheels grinding
Zoq9CxiFhDA_000025	tapping table
LvE-KeIoTC4_000085	tractor driving
ge191yHHQio_000030	typing on keyboard
1F9zCsJyw6k_000230	police car alarm
EW2eK_x3Rfc_000020	man yelling
WSuGM1DGvCM_000006	people screaming
3JYjNHFJfO4_000363	baby coughing
o4SLkvEa8Mk_000184	kernels cracking
R9qOM83klNc_000081	children laughing
169a2JSphHA_000269	tapping on double bass
OQuFLgQSj0k_000044	people coughing
THgnXOLqpTg_000365	pouring popcorn
HPfBYRU8tVM_000030	woman whispering
OIqd2UrvGcI_000109	ice cream truck alarm
WgXR9P0vl30_000011	penguins squawking
JcMSFU-Twgw_000030	tapping banjo
VbPkC6aRKc8_000151	snake rattling
pcbfKzW8zFI_000016	cow groaning
oT8Vg7egGwI_000043	people cheering
Lk19eZ_2ZOE_000030	people mumbling
xV7nHX2RLjQ_000153	air horn sputtering
R1Tzk_uQGJ8_000304	man scat singing
KwoVfQeJmiE_000073	scraping metal
hv-gJtaC_uo_000302	electric shaver vibrating
TOEwQXeyNe8_000227	bull groaning
K3CenN7d30Y_000030	chicken squawking
ig59gOwKj0k_000105	popcorn rattling
NDovY5OEt2o_000030	fire truck alarm
Idf-WCbVe_U_000011	people cheering
gg_wdPHtU7Y_000001	hair dryer whining
ZggvCXDeTPo_000355	typing on keyboard
fxUSMBlLOso_000012	train wheels grinding
RczMLTHyBKE_000250	steam engine releasing steam
OBAaK0pxdW0_000046	baby coughing
RnXiQh8x--c_000126	telephone bell buzzing
M0Iwz8p-3XU_000030	typewriter mechanism chattering
l3abwXzDR1g_000030	electronic organ arpeggiating
JdBTLOZo3dA_000180	whistling a tune
wm4O1oQKpcU_000073	woodpecker drumming
feMC18447Ec_000024	airplane taking off
HeLV1buhzpI_000030	baby coughing
cwq3iq632ys_000030	choir humming
IGF__xZmktU_000167	parrot squawking
MMCrV1ia670_000030	mouse chattering
6vFwzk19b4A_000010	chimpanzee screaming
TslB1VMKXmM_000010	toilet overflowing
6ODACANcE7Q_000221	snake hissing
W_UE04p_tYY_000094	glockenspiel chiming
j3slcVPwhPU_000023	woodpecker chattering
P02Zdk3amjk_000030	baby screaming
r9lsNndMDIU_000052	scrubbing washboard
iikhslprd_A_000009	chimpanzee laughing
YNNepx1HYM8_000031	parrot squawking
Y3AK50PotkQ_000030	goat groaning
E7q_QwLYI8U_000210	tapping acoustic guitar
N8iIq2UzZLk_000030	strumming acoustic guitar
9uTzThSwQ80_000580	railroad car crossing bridge
V8tcqAyPSYw_000064	missile engine roaring
cb2348GeL-8_000172	tapping on ukulele
xjgC2ajAK0M_000001	baby hiccuping
h9vUucEhRN4_000090	cat howling
91z1LeIpLbk_000053	lion moaning
u0LKPT1u1E8_000039	dove calling
B7iRvj8y9aU_000030	steel guitar whining
AMxnCzC33lo_000070	turkey laughing
LC79lWBAlR4_000410	man whistling
ficqj4JyX4c_000098	electric blender sputtering
ZGYQX-172io_000011	dog coughing
IzZFPvqT1_s_000190	people sucking through a straw
9888dOKNSBs_000030	shredding guitar
GvBjQc3Tywo_000130	harpsichord music
KUoMl-m6w-o_000026	people yelling
P8Uwpp00DBk_000000	pheasant squawking
RQIVLqDLQzA_000050	sewing machine whirring
j1JUsTMZcuY_000042	people hiccuping
0slFEpnTKkY_000115	bending steel guitar strings
DFf71XYDX3g_000016	chipmunk coughing
YN5CTUvVDGw_000200	gong humming
no6AAqgGIv8_000150	bird shaking feathers
fwFuuaK8WqE_000332	person whistling
qcBV8r9ADAw_000108	mynah bird chirping
BHf4pvm-gGM_000030	bowing cello
7u3_Unnj0ZU_000075	dog howling
Ta9R_TuzIUM_000153	snowmobile revving
LI46aCaqKQg_000108	tapping on table
vg92QEL4w4I_000419	man rapping
rTh92nlG9io_000030	tapping fingers on table
OGyMalgBFxY_000001	lions roaring
15pi8h_bHQE_000173	cow moaning
ggb93ZYIeaA_000082	mynah bird chirping
9h3a7fN0f-c_000240	people hiccuping
IblhEF_MiH8_000400	race car backfiring
nmMqbo6pcTU_000144	picking steel guitar
6hZQHsHfuSo_000175	pheasant squawking
U-Qe9aNkrdE_000030	woman humming
8TCdnr4F6tw_000303	shuffling cards
a7-ewvYJgiQ_000121	electric grinder whirring
6wRJg4fbELE_000003	bull groaning
gQXJt2cE-8c_000070	orchestra rehearsing
yGeIkgt-Hr0_000019	humming melody
pX0Jhk6e2Uw_000030	man scat singing
YqLZdK_e4-A_000030	hammond organ roaring
Zgogkej7gHg_000274	sheep coughing
i3HsITnarf4_000030	chainsaw running
rf_2xYkZcM4_000030	people coughing
190Zx0wVrhQ_000003	cat growling
mFD6P7We2ww_000081	telephone bell buzzing
8JgqLELdUkY_000030	cat whining
RpkcGOcFHIs_000002	people cheering
Y5oaCVCDhYI_000033	whale moaning
EPzNwL4OVYI_000263	tapping on table
yVZe2RGcZIE_000013	snowmobile accelerating
eaCEhB62Tzo_000277	car engine running
QJEw9jknWlw_000050	bird ruffling feathers
0nYltlo90Zc_000161	slapping table
Db6Hjt0x28k_000056	typing on keyboard
AcLX-YyZE08_000167	car engine knocking
HaLZD-2ppdU_000008	lions purring
KzdmGVwiPN0_000019	chickadee pecking
mCaniZpghFE_000310	tapping harp
lm5ia1UoyGw_000030	goat coughing
3xh2kScw64U_000030	police car horn honking
GvegcC3HzLA_000058	sea lion coughing
YOEGhE-dE4g_000326	baby coughing
4JTxc-TKxPo_000092	chewing ice
N4JQ0uzRjpA_000274	woman singing
92k_81uqMSM_000070	sewing machine revving
9e6oA02wk94_000020	singing bowl humming
hoOwwU30m0I_000067	alarm clock buzzing
pf00DOALuZ0_000275	people chewing ice
U9oonzVSTtY_000056	gibbon coughing
GVj556hlo5A_000045	erhu singing
Cs_DJvnYWTs_000010	dog yelping
OqUYjRzUis4_000120	train hissing
KacYEZwBTY4_000050	drumming on table
Uv3K_pEUlX8_000020	helicopter blades chopping
Ce1P47VwTAI_000030	woman humming
0q9FUj_2qMc_000539	hedge trimmer revving
dzah9kCDVJs_000540	hair dryer running
uRyLEBGX5ag_000020	machine gun backfiring
yInXc5FJNyc_000129	train wheels grinding
5kzHSZIhArw_000163	race car roaring
FK1DCWrW02s_000030	people humming
3mDPQ_CPopw_000030	car horn honking
49PCE6AXrGw_000030	cow groaning
ye0GZg0oR_I_000045	man screaming
A9JSptUG5HU_000020	bird pecking wood
WsKJwVVs-MY_000000	car engine sputtering
QqyUVqi3fOg_000095	train wheels grinding
C1pyHakPaIE_000030	choir humming
AScmP_vDPhs_000001	cuckoo bird chirping
WF7ugi9ipYw_000120	subway braking
HShbaC9ORSo_000410	engine sputtering
jkvXuu8XltI_000080	helicopter hovering
RDG7jY7P_8M_000088	penguins squawking
mmkqzl_NHKs_000184	person whistling
DPpmV4JqYsM_000030	goat coughing
2T8OhRXZDTs_000030	typing on keyboard
6azSzS5ZjN0_000051	disc skipping
lNEMzNU9Unc_000080	wood thrush whistling
U6_Ui8bpY9g_000042	chopping vegetables
tu3g4ZBt3o0_000030	tapping fingers on desk
rNyJbdv2KF4_000060	airplane landing
9pfZ4sXXsE4_000330	chicken squawking
BxnLAGsByCI_000010	motorcycle siren
CPVPmzfWJhQ_000020	person tap dancing
a_HzXa0YVIo_000170	kayak hitting waves
8OukwZl_vsg_000030	car engine sputtering
HOhpKjQWqxc_000030	baby screaming
qkmZcE3ECqk_000066	bird pecking
LDGzSk_vzPo_000260	bird shaking feathers
XHQGUbMSPTM_000030	kayak splashing
I7OqRsLtmh0_000310	church bell clanging
TwucF4h5v3U_000084	rocket engine roaring
VFXf1DTi2IA_000383	electric shaver humming
XcyHfR180hA_000008	slapping table
vmQcsFtmxG8_000000	people coughing
yXeKrbtMz2M_000010	man humming
puWLQ77Iq74_000064	tractor lifting
6uB3h15H90k_000102	air conditioning humming
4dGlrvX_EfI_000020	engine struggling
Dx13FJh7_tU_000022	owl calling
J6iYFxXuHrI_000654	disc stuttering
aAnCOKxPgaA_000140	machine gun rattling
JVjDa0NmfeE_000012	cat yowling
AMLvdc8Dbq4_000170	person whistling
Xo5rIluWHhI_000007	electric grinder polishing
_OocUoF31oE_000059	tapping fingers on table
oswEaAsFXDM_000170	car engine idling
t-yy7v7P0IE_000100	slapping bass guitar
fLPEAElOWho_000137	punching bass drum
PqlmyFDIeUM_000039	tuning mandolin
mEuLwjBPLxk_000048	snare drum rattling
3njuN-F2Ecs_000332	shuffling cards
ScQ2F8LTkuY_000021	goat coughing
7yjEC7Cr6i8_000030	strumming harp
B-yqXExuYrk_000405	person thumping chest
1D6UsaTflJ8_000060	bird shaking feathers
B5XbkI3zj3U_000059	coyote crying
aDsnFA2GDQw_000153	cornet wailing
BFEeNJkKx6g_000030	dog whining
18r-Vtspi8g_000030	washing clothes by hand
89536Yebjvc_000110	chinchilla sneezing
1zQtgRqPHZU_000024	bathroom ventilation fan humming
oclGXBsr6S8_000077	person stepping on leaves
9q3JJ7Fhvbs_000070	electronic organ music
0LwSy-xZSPw_000112	male chanting
NuqLe9Svlio_000443	erhu singing
qC9C5ejBrzg_000126	air conditioner humming
-0BIyqJj9ZU_000030	people coughing
Dr0Crzj0f4I_000141	snake hissing
9BGpWG8iqpQ_000000	people coughing
OxbHUMFOxnk_000030	baby squealing
vcZ3gN9ZRcA_000100	slapping table
g3bUrhq5Vpw_000296	people growling
HfnGMq0S-vo_000019	popcorn snapping
Nayu_7okwmY_000032	slapping table
MDa1ZVdDz2Y_000060	baby clapping
EiOtCVfF83c_000001	blowtorch roaring
_k2hN2MlHoA_000030	baby coughing
K6KbEnGnymk_000030	person humming
3S-yoXKDvE4_000025	barn swallow chattering
9QEm6u4bowQ_000030	strumming electric guitar
1kiR-BU9Fik_000071	kissing sound
ktis2aZfphM_000010	cello groaning
hfdMfiv2R9w_000058	people coughing
VIQqrHGMJRQ_000173	opera singing
F-bjopMLAo4_000090	barn swallow chattering
XUlxqSC9j9s_000007	wind chime tinkling
o9Fiss83B1c_000557	people kissing
te8Yhl8mOyY_000040	baby crying
tcZ7hytrOO4_000319	tractor engine idling
0N0C0Wbe6AI_000030	car alarm sounding
jH6-RU2or84_000040	toilet overflowing
UdWyYaDcEMs_001257	kissing microphone
Ih3hZZRw9Fg_000415	ventilation fan humming
OkMPd5IwM-w_000012	cuckoo bird pecking
AKmkhvb9shk_000000	baltimore oriole singing
WJV6Ey6hXEw_000005	dog snoring
VYQfSG_FUjY_000080	person coughing
C6Ex7oHBFdU_000030	choir humming
aBXntqgPo6Q_000040	tapping on table
dLRlnhW9_Pc_000070	machine gun rattling
mhQGbJQlVns_000002	baby screaming
Fsu8KjtWhPo_000079	cat whining
-0UuUoXQUoI_000107	double bass humming
mOPJRy2Nv_o_000134	tractor engine idling
IckvLvmXEBk_000330	motorboat engine revving
YlLC5aGq4Yw_000009	crocodiles growling
toTu8BntJPg_000017	elk screaming
JS68nchziLA_000029	tapping on table
16CvcIXIjzQ_000332	chinchilla squeaking
tpkiIAELa1k_000071	stepping on leaves
DpLi9YH5idY_000030	dog coughing
l-qyJLFOVYI_000000	cheetah whimpering
mTM0WQRcfNU_000050	machine gun backfiring
RObYRwt7b8U_000189	jangling tambourine
eeiDM1H_Y-w_000020	toilet running
N4SfahxM8Z4_000004	airplane engine roaring
ZUp2sBZvw5Q_000082	train whistle blowing
tyjP12Yob3I_000044	sheep coughing
o8uxxMXuhZ8_000030	people screaming
Skrr-UgHeHg_000008	lion coughing
haEhBq0E5Eo_000119	electric blender buzzing
vCsS20WJfBI_000030	car engine cranking
ZwU142gcENM_000110	dog coughing
TSpGd9p17n0_000202	elk squealing
aridgcppt0g_000038	man singing
0olhNr566Z0_000018	trumpet wailing
_r--eecSZRk_000024	airplane engine roaring
gYxWz9JAbjE_000048	slot machine ringing
v7RnP9pIjwU_000343	electric window grinding
MW0ZTvRCS1o_000220	man humming
V2OjPsg7ydY_000060	machine gun rattling
KiA1NLu5MCo_000001	snake breathing
HU7oqkJeItQ_000000	tapping ukulele
xAmYnybedFw_000117	snake hissing
k211h3tMeGQ_000060	cat coughing
g3J2VYx8zYE_000060	train chugging
DZ2idjIBgKk_000030	lions growling
