id	label
QHPJK945JVg_000010	heart monitor beeping
9FDzG0xNp5s_000150	waterfall roaring
Y3AK50PotkQ_000030	creaky door opening
Bo3Mvu8I81g_000458	turkey gobbling
GBifExKnaWI_000001	electric paper shredder
XAgppw__ZD4_000064	knocking on door
HJg4jZNv1pc_000150	knocking on door
VkcsBNzy1UA_000091	accordion playing
Y8b7Thr-UyQ_000040	sawing wood
tMXsrzj5YYA_000030	tap dancing
u1WvUkJWLjI_000020	spray can spraying
ZD86LBLgawc_000658	chainsaw running
O7-ggV4SQRs_000030	gears grinding
a8cRcNvRJgg_000064	spray can spraying
EfpGZ55vTVo_000030	buzz saw cutting
VbPkC6aRKc8_000151	maraca shaking
8iYLKlaHuLI_000242	whistle blowing
ULZ6auGvLAw_000311	sanding wood
4P518ZMug-U_000115	heavy machinery running
E6tdua70y5E_000316	squishing slime
h6HkOxlVt5c_000070	geiger counter clicking
3PD-JrOG1WA_000000	popping cork
Ap9gDgwq1DU_000030	industrial fan running
ECVfSkmVy5Y_000001	fire engine siren
aNKWalYyU0g_000012	gargling water
BjYsesK0GQw_000030	water gurgling
1U8Y6VifI-M_000050	air horn
K7dXkfKAano_000576	handling animal entrails
qX0k93co9R0_000082	alarm clock ringing
_qL20ImF8bE_000014	squeezing rubber duck
0ZxpQ87jdgQ_000037	foghorn blowing
DNDz_sjBBY0_000230	waterfall
lBftiRlNTYI_000363	video game sound
L7wH_Co3RXY_000004	knocking on door
TGJje4EKoKM_000030	flute playing
CIJhL5kL8Sg_000788	circular saw cutting
2SchRwpsT7s_000048	foghorn blowing
b4glNhNvMYU_000340	wind howling
XZ5oHxjfHKY_000030	squeaky toy
ukYd1nfdJlM_000060	vacuum cleaner running
7nl6lLs3dn8_000119	theremin playing
VfXAJJFrmnw_000028	spray can hissing
JHM3zMBQxTQ_000030	wind chimes
Y8x4eyGCecI_000320	waterfall roaring
f8cJ5g7Pe88_000030	squeaky door hinge
xAJtCxlsvGg_000084	bicycle bell ringing
i-g4r-1mKcg_000214	hail falling
nVpU4g6jWu8_000030	engine sputtering
DcMUa81JfBE_000032	horn honking
IZQPvlIJEoI_000030	sweeping with broom
CTDxHMKWxI8_000265	machine gun firing
Uq-owMVP9qI_000030	paper sliding
rmzYDIM8xsM_000028	hammering nails
hCX2DpwEBQY_000030	engine backfiring
o1psbzO1YPU_000065	electric shaver running
1cqcTbDxsHM_000130	rubbing wine glass
zxd98l89Prk_000036	large engine sputtering
ZvOrojEQueY_000101	crushing ice cubes
XA6RBioito4_000067	child screaming
Kt3KMQU1hJQ_000260	wind chimes
sNuctsHhAJg_000047	knocking on wooden door
3YI7HlxdMxQ_000208	squeaky toy squeaking
zM-nWQl3W6Y_000170	pots and pans rattling
jhTQR8w9SYI_000057	machine gun firing
ADtA2TMXVvo_000092	synthesizer playing
BqCBBcWN9bw_000023	ocean waves crashing
YP9bqVB-sVg_000030	bubbles popping
bhA-HX-Z8h8_000200	rocket engine firing
fnj0Bhpamqo_000115	ice cracking
0m9-5BkL4Mc_000030	saxophone playing
UVsgxlTzy-c_000073	sawing wood
ZFs03gCSB_g_000270	geiger counter clicking
P02Zdk3amjk_000030	brakes squealing
ZwAplWOatRo_000020	tearing paper
PeWX2XHqnTw_000005	sawing wood
g4xhZgKwiNo_000030	music box playing
bz20Ve-c1xI_000030	hammering nails
h4MaAn43I20_000069	siren wailing
JgxnHxZXzrI_000011	thunderclap
6TUnFZqFhGg_000354	electric motor malfunctioning
1dyFP4MGkIM_000030	metal scraping
AO4Rp4DQXCw_000358	arcade game sound
tQi00qSZC60_000031	smoke detector beeping
GzPqONtFJXA_000060	dragging heavy furniture
B-K7y3QUkkw_000030	squeaky toy
4euUZgSSuIw_000160	squeaky toy
Wqv0fvaXGM4_000052	popping bubble wrap
1yKGjTOk7NY_000030	violin playing
Rg-vGSWc0sk_000458	machine pounding
Cs_DJvnYWTs_000010	squeaky hinge
DoT_HlcSeck_000030	choir singing
edObQJBoSPU_000060	wind turbine
v3nzRrcUBZk_000052	saw cutting metal
vVItJE6Djsk_000054	strong wind
R60qQ3ag8y8_000100	tapping fingers on table
SkQb0gnQg6s_000218	squeaky toy
RHYNFIUe7H8_000001	squeaky wheel turning
39jhSrtRm70_000079	woodpecker pecking
laSDlOFM5vc_000025	geiger counter clicking
g1B7AXhFQ1I_000060	carnival music
HMyRA33XJRM_000077	electronic beeping
CqmuLdNiEjE_000077	chainsaw idling
K_EsxukdNXM_000030	foghorn blowing
U8golAIXZps_000001	saxophone playing
8m-a_6wLTkU_000230	dragging metal chain
HbKm3MFLDjQ_000000	tape rewinding
AAyqgdDOUYA_000020	synthesizer wailing
bkzGHRpx5MM_000030	raindrops falling
8ax7BlXzssY_000000	typing on keyboard
pmTVoCl7GB8_000002	wind howling
HKhBeY4I830_000009	steam escaping
t1nkAcgSC3E_000205	foghorn blowing
HJrYNAIm1AY_000110	children screaming
VmYPBzrkKGw_000140	bird singing
5uOe6-ISwyw_000240	heavy rain falling
Qdr2xmK84Jo_000030	shuffling cards
hBTte9j8Xrk_000136	ice cracking
6psjy93yoTA_000030	squeaky door opening
GjqHhBTAO0U_000030	arcade game sounds
hZ4oCZEjcWE_000129	artillery fire
J5q9wLnXFh8_000206	typing on keyboard
WJIcGFOnRXs_000040	sawing wood
HDWZu2roOgU_000032	squeaky toy
xZjbiCtvuNU_000896	swarm of bees buzzing
oSUCIMc3Vp8_000055	squeaky toy
pp4xXyiezA8_000020	squeaky toy
LDDOczcTYxI_000147	foghorn blowing
Do5DfkHBhtg_000400	giant beehive buzzing
NboCft3LZAg_000140	rusty gate squeaking
Jgg8HRAvNQM_000022	wolf howling
hAukn8dWZ2M_000030	small engine sputtering
lIvNNndi03c_000081	water dripping
RFbWkL818XQ_000030	typing on typewriter
o8uxxMXuhZ8_000030	oil frying
h8fMUaesCrA_000168	car horn honking
n3t92d8Xgp8_000020	tap dancing
JV2OwVsxY_0_000000	squeaky toy squeaking
wuIdKobdk7g_000017	machine gun firing
gFJjYWXeBn0_000030	metal grinding
bkCqeOhqCFU_000000	squeaky door opening
kLNtUnSm7lc_000060	high pressure steam
9-A6dZ8mbjM_000332	synthesizer playing
pljrosvt-o8_000017	squeaky toy
ddtqWAxjBI8_000049	steam whistle
jJp1gPilmxs_000009	bird singing
4cgDBRTdmq0_000221	vuvuzela blowing
bnjo2Bx3_RE_000071	synthesizer playing
K2pP4vbDrBw_000108	knocking on door
SuRVsbK22io_000320	drain gurgling
5JHMkSN2rdc_000089	whistle blowing
YNNepx1HYM8_000031	styrofoam rubbing
EhvCJi5Zbsw_000088	slapping table
mOPJRy2Nv_o_000134	avalanche rumbling
ZXsQAXx_ao0_000050	dog barking
EhlXJGEcuBU_000010	typing on a keyboard
bSItOIS0k5w_000008	sawing wood
dn7CK_jxV_U_000148	rocket launching
mWaz8lJKZe8_000140	balloon squeaking
1kiR-BU9Fik_000071	squeezing glue bottle
boPZxCznYbc_000030	splashing water
QGhPi_IvNyk_000030	chainsaw starting
YN5CTUvVDGw_000200	playing glass harmonica
ohgUAJN2ymk_000083	squeaky toy
6_WjTR_-4hQ_000030	whale vocalization
gxVhAVNjSU0_000030	distant thunder rumbling
2kHcvpsu_QY_000030	person humming
agkVG4i1-5k_000134	whistling alarm
3LiCT1BSrgQ_000150	metronome
oswEaAsFXDM_000170	leaf blower running
W3vkkSbyODo_000043	man moaning
IVJkeUVwUaY_000037	sawing wood
KqF-WZRVs-w_000070	heavy rain falling
5Hvz5Dn0IHA_000118	violin playing
loKkvegkPJ8_000030	rubbing fabric
_F4l0BMbBf8_000286	paper crumpling
IS2lQophwDw_000050	toy squeaking
B7WXCogPmmg_000135	machine gun firing
ACjLm_tKyu8_000060	bee swarm buzzing
Z8e1GUopzRk_000050	squeaky toy
Y3yXAMiFgyI_000030	typing on keyboard
N6e5C5sXdBI_000000	door creaking
T-28g9G-WKo_000000	chainsaw cutting wood
VkABXTeQSKk_000099	heavy machinery operating
ksfpCXlY-hA_000100	typing on keyboard
gYxWz9JAbjE_000048	music box playing
Tf5WWrpzSj8_000095	door squeaking
6wRJg4fbELE_000196	foghorn blowing
8ewn7JCJbEM_000030	squeaky toy
0bBJkY4_zs8_000033	trumpet playing
9s8jDGsBij4_000010	wood creaking
S8RC6WZFqjk_000072	hailstorm hitting roof
svnqpdO-7fc_000066	squeezing rubber toy
_8VTJcZAwaw_000003	shaking keys
J_ZRXchuwNA_000030	knocking on door
Oew6XicL4Ks_000150	synthesizer sound
4L9KyVVsQOc_000030	fast typing
KBOdG9xNLaA_000006	machine gun firing
SaUx9CZGCzU_000039	squeaky toy squeaking
vJG_xzuu7M4_000100	typing on keyboard
ZXDg02kHzPA_000149	typewriter typing
SVoLykPMwAs_000030	shaking a rattle
toTu8BntJPg_000017	brakes squealing
77lgNFP6Tts_000119	radio static
3O7CzEL0pXA_000421	steam engine chugging
BUSFTmkQTvw_000030	leaves rustling
mo_x30i1gns_000099	tapping on wine glasses
yy0n-N17n04_000010	rubbing wet finger on glass rim
CgMt2IylPic_000494	dial-up modem
Awtmlyq0MY8_000030	engine backfiring
no6AAqgGIv8_000150	person shuffling cards
C989KLZ_3Tw_000021	shaking can of coins
EW2eK_x3Rfc_000020	air raid siren
FpYuJwh_vo8_000070	gong sounding
QUygd54m8uc_000112	foghorn sounding
Sr35u7b1OFI_000039	paper crumpling
pTY56E9D_cE_000154	fireworks exploding
YXqu1CeA2c4_000044	spray bottle spraying
6a5b72cfSbk_000039	blowing across bottle top
r38dp-thzOc_000206	keyboard typing
xAmYnybedFw_000117	aerosol can spraying
0H814XXq-WQ_000030	tribal drumming
fhAAzi6MSXw_000070	squeaky toy
sgkwq9a7mgU_000000	static noise
zxxWGaZIxD0_000289	truck reversing
GbJ84ESfKOs_000030	bird singing
Ni_RNKhQ47k_000118	playing flute
lpoMqe5RO_A_000002	car engine idling
aIKqoPShvNs_000070	video game sounds
JFVs86eb014_000052	ambulance siren
RczMLTHyBKE_000250	elephant trumpeting
J2nDnAerah0_000030	industrial fan running
X1aRTyM821w_000024	r2-d2 beeping
bt6HajgJ9Ls_000420	squeaky toy
pnsntPDPfxg_000064	sawing wood
Ts04bBeY1d4_000030	typing on keyboard
jr2kxASSRBY_000030	tea kettle whistling
g_DBLppDZAs_000030	burglar alarm sounding
c4r8Kd6Q1n8_000008	express train passing
gE-sdOo_bck_000000	brake squeal
_Yy8LLBGm60_000049	squeaky toy
C1tpllWtBVk_000000	chopping wood
1n6JyJt4kJ4_000018	tuba playing
DEXE_V8oBYI_000030	waterfall roaring
ck5S__5JJvE_000005	thunder rumbling
6_TGlFO0DCk_000010	horses galloping
_2nAf41g-4k_000000	sawing wood
8OXOwCahOOU_000089	scratching record
MPW-geOjDG4_000197	typewriter typing
wGcq9cUby6A_000044	typewriter typing
YqLZdK_e4-A_000030	whale singing
s9PftT7RgGo_000135	morse code
10YXuv9Go0E_000140	grinding metal
ljQ1uYYhtxM_000164	video game music
XrfEKRcnKxs_000030	cracking a whip
EVX-0lgG7Zo_000120	siren wailing
Zy-yrZ6h_g0_000036	squeaky toy
aFKE_xiCSLY_000099	whale calling
dCcCTlI_neI_000722	walking in mud
u2Nl7-qnStw_000026	foghorn blowing
aqhhfkXKJ1o_000010	music box playing
SkFx45lxlvA_000060	thunder rumbling
1eBzpkIY-TY_000198	spray can spraying
92k_81uqMSM_000070	tattoo machine buzzing
Kp3-Drt61_M_000046	squeaky toy squeaking
KuLE8odpCc8_000100	popcorn popping
IXTJfi5PUdk_000000	typing on keyboard
c-_S5Tt-gbw_000490	woodpecker pecking
KxxDWc08nSo_000028	sawing wood
WLPj0LIokkM_000020	dragon roaring
u3fTQHv01rE_000163	rubber duck squeaking
XI6TRMIk71Q_000125	typing on keyboard
dIzQVYDYtKA_000085	typing on keyboard
k45PjHhGXbo_000129	rockslide
AOwwp601QZw_000130	hair dryer blowing
K0nW8q0RzTU_000030	setting down toolbox
DcMUa81JfBE_000010	hammering a nail
0q5kQGcOn2I_000083	people chattering
DKSrNxPQrbY_000090	drums beating
xXz-ENUCuT0_000201	smoke detector beeping
448X3t13rlk_000325	chainsaw cutting
yLazKv68TeA_000078	fire crackling
vchsE_Dn7mo_000147	machine gun firing
pyDI0mBb2Gc_000005	squeaky toy
nAS_8fZfU_Y_000034	chainsaw cutting
AKxHQn994OI_000140	slapping wood
Yd10enP9ykM_000030	electric saw cutting
Y3Iu9Xq-TaU_000505	stirring slime
a4HgsaaMErU_000000	bee hive buzzing
6wO8ORMfyFI_000430	elephant trumpeting
9ZYj5toEbGA_000000	train on tracks
0CzC0-cXe8M_000030	vacuum cleaner running
6xL7BK7WeMU_000001	tapping drinking glass
iUtE4nRvBsM_000040	engine sputtering
bXTlmnjGx0Y_000107	steam pipe hissing
lutN6JqHO_s_000173	synthesizer
RGWC7icTM_E_000031	playing cello
qAOjOLJDHYw_000030	squeaky door
8q8JrJNAa-Q_000030	lion roaring
XA9I4QiBuWQ_000082	bouncing basketball
ihQiGrQMR3U_000006	airplane cabin noise
28p0DrP3KgI_000021	electric shaver buzzing
qhOaqSH-x5E_000030	flipping through book pages
fqvUeh_JTic_000001	squeezing rubber toy
WBYa_u20cVo_000000	grinding metal
6b-072VA4UA_000022	person laughing
R4b_-IT43P4_000030	whale singing
tFVvupXoRoM_000030	sewing machine running
jhplcoP39vM_000118	machine gun firing
pSlVtxLOYiM_000050	horse galloping
vzqv9lqcdkg_000060	geiger counter clicking
yjXeSP2y-Tw_000027	squeezing rubber duck
EIzBD62ja8E_000030	playing xylophone
xHnIZIPMRNg_000041	people laughing
s-5NrplJjlg_000383	hornet buzzing
GXLeUXSVFYU_000030	typing on keyboard
U-1saFb-zRY_000006	slapping table
2zec0wuZgLE_000500	dragging furniture
W1imZelV1h4_000017	knocking on door
4WRgvRI06zc_000030	lion roaring
sosmMya-v6k_000782	train wheels squealing
d-1th_S4J0U_000000	small engine sputtering
D3FV0JAngZ4_000210	music box playing
p0NU0nB-uks_000013	beeper beeping
UY4v-zjlnlo_000010	sawing wood
vpyjAR_k70Y_000066	dinosaur roaring
1hknEtsmdOc_000030	jet engine
miT69L7G9iA_000140	arcade game noises
wgT4rbZ5kvc_000022	chainsaw starting
6DwlcJyDyxc_000290	chopping vegetables
_Qnw4_agm-0_000030	wind chime tinkling
AjLuenrAsbE_000030	siren wailing
ID9p52w2ah4_000079	squeaky gate swinging
DShnW2mZR-0_000002	zipper opening
WVS46ZGovGw_000030	sawing wood
6hyBe3FO-xI_000030	electric toy car running
HOqx0IZGgBk_000286	smoke detector beeping
tjKzkajbKc0_000030	whistling tea kettle
TXW3Qm9qT0c_000030	sanding wood
aXV-yaFmQNk_000070	squeaky toy
YTV9OVmgbBQ_000084	children screaming
zxpo56cpUBU_000007	distant thunder rumbling
87tCTDAXZto_000050	foghorn blowing
VaqR7OOMHSM_000033	ripping velcro
z9yN3i-Pa8k_000173	washing machine running
1vy-ZxTMQf4_000377	machine running
jzaDcRQkQEA_000089	squeaky toy
gQKWGk5HBcs_000220	music box playing
fLZ5jPkCUOQ_000004	balloon squeaking
Rz7RBslEAG0_000030	video game sounds
gl9j63Ln1y4_000144	crushing wet leaves
v5IM8bUpeP8_000030	squeaky toy
GYQVFv7wGHY_000026	bone breaking
l7oD9WX-1CU_000010	kettle whistling
mZXjs-SYlCA_000005	squeaky toy
dyFoyYMZu-E_000508	stirring thick soup
QBMDnMRwQCc_000070	wind turbine spinning
-7sg--aJdrc_000049	violin screeching
-r2-9oyIzkQ_000030	violin playing
bsi2kUrwjf8_000030	wind chimes ringing
MrHp70quN94_000030	earthquake rumbling
90q-9qr7-Qg_000075	smoke alarm beeping
JErx-AImWqk_000000	squeaky toy
eyFBIA_HOmE_000030	whale vocalization
ZT3jQW3tvt0_000015	arcade game sound
H3P5GZ8fMCw_000030	squeezing rubber toy
6hZQHsHfuSo_000175	squeaky toy
_pquL-kF_FM_000229	tribal drumming
0teMcpgy9Jo_000058	rusty gate squeaking
hidrmMfy49s_000014	car horn honking
s2rKr07YOiM_000110	engine idling
y-3Z8vypfDs_000038	typing on keyboard
9AUSYLKYKGg_001113	blowing across bottle opening
qfwEfapK0go_000038	heavy gate creaking
qIKzxOrcrhE_000016	squeaky toy
JRIKh0r_We8_000098	typing on keyboard
Sx3WV9GSOmc_000060	sawing wood
vY7O2jWCWdQ_000374	typing on keyboard
I1NE3H6soBU_000300	engine sputtering
-0BIyqJj9ZU_000030	engine sputtering
jbaZyROpitQ_000010	squeezing rubber duck
1tC7bTilFWk_000030	scratching chalkboard
tagcgGVNKZo_000023	strong wind blowing
tkq3HREJFi8_000071	car horn
NUEfNw3Mdsw_000249	airplane cabin noise
XaIep0xC8BA_000117	chopping vegetables
Ar5_nY1UZ80_000030	shaking metal chains
dV_7-zHqOfs_000040	alarm clock beeping
6HA2HwIJ2Mw_000006	squeaky toy
FzzboZDObbs_000041	chainsaw starting
8B3FjLzkdPA_000020	ambulance siren
UNJswfXKJ3s_000030	water dripping
UyCw7pCgYg8_000055	rain on tin roof
G5LqrMcq1QE_000280	heavy door creaking
rTh92nlG9io_000030	geiger counter clicking
iJ6DxdwyDeE_000064	spraying aerosol can
O67-3jP1DUs_000443	typewriter typing
fakJJOOLBhw_000140	squealing brakes
EtoEpxSMfSc_000090	choir singing
LhRNnXaSsCk_000030	waterfall roaring
nSBDyxxscks_000220	bird chirping
qHDSQ2RC-sQ_000030	ufo hovering
nfFldYRXbDM_000098	machine gun fire
0-jDld11jhw_000093	arcade game sound
i-L8ZreRItY_000009	smoke detector beeping
U4LITdDmjvg_000011	blender running
aJBHU0__eZI_000413	typing on typewriter
Cqb1zyyTiHw_000011	airplane cabin noise
1_Q80fDGLRM_000010	engine sputtering
VeiJYltEZFc_000034	cannon firing
LBXYlTnm0Fw_000054	cicadas buzzing
DA2QCyip6mY_000618	knocking on door
H_-2X4LNDH0_000001	tap dancing
e2yjPsXo4_M_000016	squeaky hinge
VgAXZHMi_ws_000015	baby crying
2cEM6Hu90v0_000038	door creaking
LIU7EYJEbYQ_000010	trombone playing
iHL96O04zDo_000002	squeaky toy
MI6mYvpTgCM_000083	video game sounds
9QjGgc1UkkU_000105	horse galloping
kuihSZXsIJ4_000030	pile driver operating
C-fRZcWsRYM_000010	typing on typewriter
vd2Ov9nGycg_000031	sawing wood
pt67dyEbwGY_000039	machine gun firing
tpkiIAELa1k_000071	fire crackling
onEBRYQ_Xew_000095	swarm of insects
8F8HvVMwXyw_000090	balloon squeaking
Y_H9pAXuz6M_000070	blacksmith hammering
JdBTLOZo3dA_000180	sawing wood
evvK3lYqQ00_000089	hammering nails
KiA1NLu5MCo_000001	aerosol can spraying
sdJgpGJBQcI_000560	foghorn blowing
iTCfi5_b4Ow_000035	squeaking door
gpIWcn9yiXg_000350	wind chimes tinkling
PzS_cNwa4xM_000000	shuffling cards
476vNb6thyM_000030	wind chimes ringing
UDSjSpHKu1I_000462	baby rattle shaking
JLzD44Im1Ec_000030	dinosaur roaring
pOvO5y-p550_000170	drain gurgling
5QeFh-ZAf8E_000380	waterfall roaring
xV7nHX2RLjQ_000153	alarm clock beeping
j_cywbssn70_000115	violin playing
5A0sMC5olxI_000380	sawing wood
Pswmht-tZZM_000038	operating a chainsaw
D2IvCQMkGWk_000055	motorboat engine
MPe6ztPtF0Y_000030	playing a washboard
dOQfuOw6okA_000381	large waterfall
1OFDyTzUj24_000030	shortwave radio
vXBBhgvMCkM_000210	vacuum cleaner running
H3XoJGQoMJI_000040	lawn mower starting
_Bih7lCMSz8_000223	spraying aerosol can
hDIziLujP38_000160	fire crackling
9ezA12O_aOE_000170	air raid siren
y0d6Crj5U8g_000069	operating chainsaw
LzoAb4spthk_000042	rewinding a cassette tape
TNCJ68vFKg8_000120	engine sputtering
L9-nSe9P0l8_000364	sink draining
p0dBtgjr7-8_000030	bass drum beating
EksjhWF0zqE_000020	shower running
CgzmlbU6hsk_000030	using a sewing machine
ZkUT6D-H7mk_000006	mobile phone ringing
FIktp5ggvX4_000010	squeaky toy
fGvhcD5G82M_000007	kazoo playing
HQSHJVH2x4w_000024	train wheels screeching
fn41SZiLTUQ_000083	hornet buzzing
ff21Bursam0_000160	foghorn blowing
84JbG7gFceA_000007	typewriter typing
ycYXVLz9v3Y_000000	car horn honking
JKbUVdMJAO8_000030	typing on keyboard
ZGYQX-172io_000022	knocking on door
SmzESvmFENY_000024	electric shaver running
wNG49_jvQto_000030	door slamming
djJ4ETLTBWE_000090	flute playing
8J4YSr55IbY_000009	water bubbling
_L5Jp1l3kMQ_000061	train horn
alMbWx4lVL4_000030	steam engine chugging
uH56Q1Cn8vs_000028	spray can spraying
4TgXgwVndiw_000160	squeaky toy
0LwSy-xZSPw_000112	playing cello
ov_g-r7Vo8M_000030	hammering nails
_fTONy_pqik_000030	starting a small engine
ckIK43SCbkw_000036	tire deflating
gItGfthUf8E_000203	machine gun firing
1FnA3w94zXI_000030	typing on keyboard
FxkZsO4Kd78_000022	squeaky toy
AcYJvz2tqkA_000050	typing on keyboard
yc4mmvlO39M_000030	hen clucking
k211h3tMeGQ_000060	squeaky door
T6cqaSkv9MQ_000084	squeaky toy
g3JUdaGVCLk_000030	squeaky toy
mEslZvugQCc_000030	cello playing
syJs8zsdI8o_000034	rolling thunder
YNwgT_8Vniw_000018	burglar alarm
kwsgIBkX-3k_000300	jet engine running
IBnelTCAXKg_000270	heavy rainfall
Ayr3X0IMj04_000000	airplane flying
UZidCXq6gmw_000006	swarm of bees buzzing
aPGfndmW1zM_000263	typing on typewriter
sbpW3Z87Nbc_000030	foghorn blowing
_r--eecSZRk_000024	avalanche roaring
_DGLk4D-leg_000018	typing on keyboard
yJoELHadsvo_000030	engine sputtering
E7n4klULtxI_000530	dj scratching record
K8On7nUJuP8_000030	squeaky toy
1q8kkQhS97g_000140	machine gun firing
ScQ2F8LTkuY_000021	squeaky toy
9WtDINM2mNc_000237	heavy machinery running
6EIgJvYx4AE_000551	person whistling
6ZAzQ_xUCUo_000145	using toilet plunger
vmQcsFtmxG8_000000	squeaky toy
2Vu6HtlYio4_000219	maraca shaking
9ytPHkPCXgA_000050	machine gun firing
1_yyvTRVoZQ_000209	boat engine idling
KdxSaA69fm8_000030	glass harmonica playing
BEHaVb_cz44_000210	wind chimes
GmgaXjkHfk4_000164	jackhammer operating
M-bmsXbJBdw_000034	pressure washing
NGvamh45l6k_000039	squeezing a rubber toy
TP50fDa5Cls_000000	starting an engine
jOMEUwArKss_000004	brakes screeching
dLRlnhW9_Pc_000070	drum roll
yuQhlkeLh5U_000051	machine gun firing
AkAdDFHQars_000030	electric guitar feedback
flLjMZMydXc_000030	typing on keyboard
L11Wkfojbzc_000263	large fan blowing
X_nfMNpw9SA_000060	typing on keyboard
RCfTxRhPoNE_000071	rusty hinge squeaking
RTLGAJZ8WzM_000219	avalanche rumbling
AcNCcWJezXI_000030	bird singing
E-hmA_v9ePI_000022	styrofoam rubbing
7mtYFBOmeNs_000030	leaves rustling
5DW8WjxxCag_000030	electric drill running
raCIGB3B4mg_000286	chainsaw cutting wood
xl31V1yQ2Dw_000059	operating chainsaw
C7hEJn-CQEU_000030	typing on keyboard
ImhA1R3CLI4_000480	walking in mud
edKvAj0fYxQ_000030	using a washboard
hl6DOlVU-CQ_000024	smoke detector beeping
3GtKbvwaycY_000025	man snoring
_AadO6XA3OU_000030	squeaky toy
cYM7vTqRUJ0_000198	sawing wood
7fRaV39Y-2o_000050	static noise
F0xRrtS-_Wk_000030	squeaky toy
QAoCyTYnAuc_000011	heavy machinery operating
_qL20ImF8bE_000047	rubber duck squeaking
kTOX4xMk89M_000100	pipe organ playing
VAfO711tnQA_000030	typing on keyboard
aJNiSRqdCco_000011	waterfall roaring
WFJ96PH4rvo_000020	air raid siren
u0aPBeSCVvI_000000	squeezing rubber toy
E0pr-jw5Nrg_000129	horse galloping
8DHtPopFvII_000080	playing violin
0G50t4FlbIA_000060	train brakes screeching
XHukxF8iWE0_000400	static noise
7V0G65FK2VQ_000000	typing on keyboard
fF3u_xLxF9Q_000120	fire crackling
iRXQiy4dReE_000045	rusty gate squeaking
NXCTvtrCPXs_000177	smoke detector beeping
fw3aeZ0BieE_000010	tap dancing
hIYihNrwF2Q_000440	snapping fingers
13W_9xdaOZE_000068	typewriter typing
Q6rij_svhuc_000030	geiger counter clicking
