id	label
ch4uegReLhc_000030	chick peeping
VViXFIbJNbk_000130	typewriter typing
Zy-yrZ6h_g0_000036	sparrow chirping
B5XbkI3zj3U_000059	wolf howling
2es7oZzwLWM_000030	playing guitar
r3h6brMAl5w_000239	fire crackling
C-fRZcWsRYM_000010	playing guitar
4WH0ZxvF9Nw_000003	puppy whimpering
aP3YC0i0yyY_000082	leaf blower running
zgM0pD0JIqc_000015	ship horn blowing
bmefVbk2-lM_000114	playing congas
9rXAmXuAOw8_000000	duck quacking
AwFuGITwrms_000030	ambulance siren
dmOYEzKEWew_000158	car tires squealing
Klg9f9U3kDQ_000552	wolf howling
kiAMVnSBGw0_000030	woman speaking
0FEd3Pd-ksw_000397	lawnmower starting
4z8HTrCvEsc_000097	horse galloping
0welW-8hB1c_000071	cricket chirping
K2bRcQYebN4_000004	chicken clucking
1OFDyTzUj24_000030	woman speaking
lYOw8di2k4I_000030	vacuum cleaner vacuuming
5ott6Y1gZcY_000218	wolves howling
KXRngbBe0bg_000080	playing synthesizer
WJV6Ey6hXEw_000005	tiger growling
M-bmsXbJBdw_000034	jet engine taking off
Bw73mqfb-0k_000045	snake hissing
fLPEAElOWho_000148	heartbeat
AIuayXjDos8_000130	playing guitar
um-biLfru-c_000009	angle grinder grinding
mdrKLSXXZNc_000302	mouse squeaking
vXBBhgvMCkM_000210	chainsaw running
r-QpsjA-LHo_000054	driving jet ski
Bho0lwcxn1g_000020	kitten meowing
p0NU0nB-uks_000013	mouse squeaking
OruJS8cr2qE_000005	person whistling
iW8es1xXsG4_000533	soldiers marching
91z1LeIpLbk_000004	bear growling
kHum8R_CcR0_000091	rocket launching
Oew6XicL4Ks_000150	bird singing
FFSWmryaZ60_000030	motorcycle engine revving
D4Jb8jIl-2A_000378	dog licking
LdpRTw1ieMI_000030	dog barking
5DjZHCumLfs_000011	train crashing
kOheqjodDmw_000050	dog barking
U595LzVDCAY_000015	chipmunk chirping
UsNUR6tsoTs_000030	race car accelerating
PyXQVNaAbHc_000030	dog barking
5V0xKS-FGMk_000030	forklift beeping
ZedCPKaacjU_000326	rocket taking off
3gjFMkV2ucY_000030	playing bandoneon
P5H8C-I7Qxc_000030	playing harp
Lj8Oo7QRjcQ_000030	horse eating apple
C1pyHakPaIE_000030	people chanting
zoo7FpCz7F0_000332	playing bongo drum
YVJWw5RxUeM_000002	monkey chattering
K7CQ6G0ILFQ_000061	carousel playing
7AhpZQt1Ml0_000120	coyote yelping
8eFIwBWxrxU_000075	air conditioner running
68jDXIGUBMo_000082	chick chirping
telZ8Dc0i_M_000294	children giggling
jVG2woyJ5Eg_000028	monster growling
2BR2Ivk_EFA_000021	wolf howling
cEjYmO5-dLk_000010	playing violin
51NV5b5e5As_000050	baby crying
yGBSo4TDeTg_000029	person gargling
Zfn6CE4-jww_000245	foghorn blowing
RSgmATBcCwE_000110	bull bellowing
17yDXvJTdeo_000603	dog drinking
V7M8J64sUZs_000077	dog eating kibble
J75Aju6BsT8_000010	person whistling
wgT4rbZ5kvc_000022	lion roaring
5CffrmMy0n4_000142	alarm clock ringing
QHmGUrpOgAU_000070	playing harp
NIklY_eIHdQ_000039	horse trotting
10hGfv89L3g_000030	motorcycle passing by
fsHgHsYyJbs_000030	playing banjo
qEtEMpphMK0_000223	playing bongos
ER2x_QMrxeU_000860	woman singing
SDtPpEVplNY_000080	bull bellowing
WokAaq70lRM_000378	cat purring
IiYSoGSDUY8_000030	playing piano
Ddo9DOeh-PA_000218	pig eating
nA1cZ1g8auk_000080	canary singing
R3ykwo65XIQ_000560	baby suckling
kdbA6lP1bmU_000037	rocket launch
d4G_b-s_Odw_000030	pig grunting
0NLXz4JgvcQ_000096	dog eating food
_eLVrgvrVBQ_000020	hair dryer blowing
mSlE2F9N-8g_000030	church bell ringing
0_9-dbUW0hU_000030	woman singing
9888dOKNSBs_000030	playing synthesizer
IID8ylEYH5o_000062	crickets chirping
g4xhZgKwiNo_000030	playing piano
B1vY4Y0MTq8_000074	baby crying
XMWD4ECxcNk_000029	tiger growling
FndCEC7yK2g_000104	rocket launching
0slFEpnTKkY_000115	playing cello
8VbxIzaSHfw_000030	playing harp
fLEM7amr21o_000250	machine hammering
CMCtge02AnU_000260	playing synthesizer
9FDzG0xNp5s_000150	truck driving
EktnWQuAjdI_000030	playing violin
jm4ipHk0QX4_000001	monkey screaming
15Mw2jyyHk0_000030	playing banjo
70SeDyvtqi8_000205	vacuum cleaner running
Yf7ypnJ2J-U_000039	playing vibraphone
Vlh9AMaTrLQ_000451	playing clarinet
iZqemiYznPQ_000454	music box playing
1cqcTbDxsHM_000130	whale singing
z_WasI8m3iM_000012	dog growling
GS8dnIAHj2A_000013	fire alarm sounding
6BCoBGdvyiQ_000162	rocket launching
VeiJYltEZFc_000034	church bell tolling
iFgbO8LRJfo_000365	typewriter typing
gpJFhQtQ4cs_000133	playing taiko drums
LAeWwMC2EaI_000030	playing ukulele
3mENYq_Ta3s_000012	cows mooing
AF0CtMb81t8_000030	man shouting
ZMcJY8yLjUs_000011	monkey chattering
G7ZE5J9gHMQ_000150	jet engine roaring
A0dHhG6Y8C0_000030	hair clippers buzzing
89PzuqeWWYQ_000024	monks chanting
Vb5-6-BQzlI_000502	lion roaring
JurvV_uIqjA_000026	finger snapping
BqY5blRv2Lw_000090	woman singing
MHT46cURY6c_000030	seagull crying
hZ4oCZEjcWE_000129	playing taiko drums
EM2O8RPZcuk_000000	handbell ringing
92k_81uqMSM_000070	using typewriter
Vp4lOXVBQzQ_000010	pigeon cooing
em7akjDUsWk_000030	playing ukulele
aN4VaaPbptE_000137	truck engine idling
GjoBV2mf8jo_000080	woodpecker pecking
3sQrJVyxju0_000065	playing guitar
MoWyfzqzZrk_000019	cricket chirping
oqCoWD5LptA_000001	air conditioner running
alMbWx4lVL4_000030	playing bagpipes
x1BSrucmESI_000039	cicada buzzing
ZBk-DylU4Ac_000013	music box playing
hidrmMfy49s_000014	playing saxophone
_aggk5tA7hM_000047	playing xylophone
2xBIHi3oqy4_000030	man speaking
UfMr4FFsS28_000021	dog whining
NcKhJQPS_hs_000047	tap dancing
uki8gvAywnU_000125	organ playing
E7m7feGvswI_000620	pig eating
Y0zPnwGCSw0_000048	coyote yelping
T9dKp1EN4p8_000030	man humming
534-Tg2cSto_000030	woman singing
7LsJrF1AwZg_000030	bathtub draining
YzUXMKt3nF4_000026	driving jet ski
HZRJxOXw2os_000207	horses trotting
s2avsLDhTUM_000062	cicada chirping
7sYsxcdTcXY_000056	playing vibraphone
6R8cO4ARzkY_000030	driving car
HKvimMUXe7c_000181	dog eating kibble
LEZFcGFwJlc_000030	dog barking
9QEm6u4bowQ_000030	playing synthesizer
fhAAzi6MSXw_000070	baby crying
tkq3HREJFi8_000071	playing saxophone
WEHe6W_D4lo_000041	owl hooting
YIvbFqkLIgA_000070	baby talking
WUZOa6rFj6s_000030	playing trumpet
BfrgQGGlUMk_000065	monkeys chattering
mZKUFZhLXAE_000021	playing drums
6a5b72cfSbk_000039	owl hooting
HmqjTIXdF5Y_000004	donkeys braying
8DKdz6E8W-E_000051	turkey gobbling
zcrQlstpqUI_000131	rattlesnake rattling
0teMcpgy9Jo_000058	rooster crowing
P02Zdk3amjk_000030	piglet squealing
9ZYj5toEbGA_000000	rollerblading
u8D5Z_glilQ_000001	gorilla beating chest
9ZBaKqh-Bmk_000131	bear growling
5oPlF8LSdmg_000094	angle grinder cutting
x9MU-enAr8A_000257	smoke detector beeping
hSV8LmYR6TY_000010	owl hooting
r1j1X3KJibM_000194	heavy machinery operating
_-W48cCMzXU_000102	sparrow chirping
GWTZtu3NOCc_000030	wolves howling
KG4T5A7hfRc_000170	playing synthesizer
7-vFjIl7wCI_000021	baby crying
2Vu6HtlYio4_000219	cicada buzzing
AHIV0RMwnN8_000210	horse trotting
dU5GJkZ2Ltw_000044	baby talking
aZj3L_Pjz8A_000100	crowd cheering
fGvhcD5G82M_000007	baby crying
w2vMywh5Nto_000010	playing banjo
2ASyuuVhr6M_000052	snake hissing
_QsEc34hEik_000053	horse trotting
U0uy9GWzSQ8_000065	cat hissing
k8YMZkfLIvE_000319	rattlesnake rattling
ioQdfK6Ae9k_000000	playing bongos
ol8ZVX3qLQY_000106	race car passing
jA-9WQtQg-Y_000131	playing trumpet
eskqejEOXyU_000102	car brakes squealing
TGJje4EKoKM_000030	man singing
GWlU-skSlAg_000100	mouse squeaking
exqbdXoRCUo_000210	roller skating
_Oq8cy6T4KA_000091	woodpecker pecking
DSGMDArb1QI_000030	motorcycle accelerating
cwq3iq632ys_000030	orchestra playing
KsSbIGkUf7Y_000313	drum machine playing
89536Yebjvc_000110	bird chirping
VQ60kd-BrC8_000030	gong ringing
teoER4j9H14_000290	chainsaw starting
8F8HvVMwXyw_000090	kitten meowing
C7hEJn-CQEU_000030	playing piano
XwfxT99WlZE_000015	playing conga
1TAOyk0Xgss_000370	hair dryer
aLL-B4ul-Dg_000620	cow chewing cud
aDsnFA2GDQw_000153	playing violin
6ptv5WYOzoI_000023	ship horn
0nvBTp-q7tU_000112	chainsaw running
hv-gJtaC_uo_000302	hair clipper buzzing
lutN6JqHO_s_000173	playing trumpet
tcZ7hytrOO4_000319	bulldozer pushing
QSaX7QfeWog_000030	playing guitar
mcrf1Mb99d4_000068	playing bass drum
9i3NIA1NLeY_000060	playing piano
IblhEF_MiH8_000400	motorcycle engine revving
b6867WvTgOk_000080	truck engine idling
l7RTgupQWcc_000030	machine gun firing
SXeSsEP3ieo_000145	hawk screeching
BjYsesK0GQw_000030	puppy whining
_8HcEdMMbzQ_000130	animal growling
AzkP4-XZjK0_000080	electric shaver shaving
sdJgpGJBQcI_000560	bull bellowing
CxSALNdzjKs_000125	jet engine igniting
iRXQiy4dReE_000045	bull bellowing
fwFuuaK8WqE_000332	playing saxophone
g1B7AXhFQ1I_000060	pinball machine
BoFlhQi81aQ_000089	bear growling
8evHpuXTcgM_000030	telegraph machine clicking
fwKMB57hL6E_000097	rooster crowing
NdYDEnBhiSE_000018	wolf howling
QPPapHk6lmU_000384	bird chirping
Grnk9p9P7Qk_000017	sink draining
FsVcCpJ6Gak_000030	fire alarm bell ringing
TslB1VMKXmM_000010	shower running
1p5jl5JeZx8_000117	crowd roaring
Z8e1GUopzRk_000050	puppy whimpering
ZOkDV5Z3Nn8_000012	playing bongos
5G-00T0zJ14_000030	male singing
7yk8XI5q7go_000030	clarinet playing
RObYRwt7b8U_000189	shaking maracas
MAqLrKdONiM_000030	choir singing
qSSEMouWssA_000043	playing bongo
dYQ-nXyfhho_000030	people stomping
bnFZy6N2TS0_000327	woman speaking
vlVN2yCot7M_000170	truck engine starting
CTDxHMKWxI8_000265	drum machine playing
1q8kkQhS97g_000140	drum machine playing
XOj6xGKEsUw_000035	wolf howling
OhmcZInYYwE_000173	rattlesnake rattling
bt6HajgJ9Ls_000420	monkey chattering
KC-wRA_SwK0_000140	drone flying
pK5UyBgIZQU_000071	rattlesnake rattling
QqyUVqi3fOg_000095	bus brakes squealing
trg8QrMK6dc_000002	owl hooting
hHb0Eq1I7Fk_000000	roller skating
Bi9gmCJNqDE_000030	playing trumpet
pnRvEfIkgSA_000013	toddler babbling
ZggvCXDeTPo_000355	drum machine
9PmzQI8ZYpg_000030	printer printing
D-7c7OP4dFg_000051	hair clipper
fAns8GJzYeQ_000030	river flowing
bq6C0_tAbJM_000030	airplane engine
Xb7lSqbJYog_000490	propeller plane flying
LVYHbuggoj8_000050	rocket launch
KacYEZwBTY4_000050	playing bongos
XEavANMFzQM_000040	robot roaring
b0KSxH37gVE_000100	duck quacking
2ACsPTob5cY_000118	maraca shaking
4DKN1qAMQig_000021	angle grinder cutting
rPGgxEE2hjk_000091	chick chirping
YY3DY_U9oBk_000049	cricket chirping
ObdJilylBPw_000527	foghorn blowing
KDgNhw175fM_000089	auctioneer chanting
WxFEd6umyB0_000001	leaking tire
qu3cJGVvvWs_000237	playing snare drum
HXq7yu1jWJE_000035	goat bleating
7MT92mDKdKU_000106	wolves howling
pHhY5aGpjnc_000039	chicken clucking
5kzHSZIhArw_000163	motorboat running
i99_Kgi0WIU_000030	man whispering
dIzQVYDYtKA_000085	horse trotting
FrLkQovl2Ok_000000	rooster crowing
gZbqznxxrbE_000367	rocket launching
GkStiQ3hR5g_000220	goose honking
_GzKC_7QmUE_000385	driving atv
aOOqSWgmRJM_000033	playing cello
cxkCPSXyT-Y_000020	person gargling
xA_YD_b7EdA_000040	donkey braying
1sukRxLM77w_000021	chainsaw running
yKKMhxuHcJ4_000041	doorbell ringing
mcYd-WlyCIw_000006	alarm clock ringing
dyFoyYMZu-E_000508	dog eating
R1Tzk_uQGJ8_000304	woman yodeling
y8Gfi9gGPRc_000248	hyena laughing
5VYm2PFJ9iM_000376	playing saxophone
gPekns88rQA_000270	wind chime
AKmkhvb9shk_000000	person whistling
gg6yoeBoYxg_000000	protesters chanting
N4SfahxM8Z4_000004	train passing
rREf2jL0jQs_000010	playing tom tom drum
Lvcjl09Esns_000198	hammering nails
064Ilsz8Fzg_000051	chainsaw starting
eM0PkfqGmIE_000030	playing banjo
Yd10enP9ykM_000030	train wheels screeching
6HQqly6duac_000199	record scratching
kC34iOvwo40_000293	playing taiko drums
0HBJuYt2Eys_000032	person beatboxing
2YJpjSldLtg_000495	riding jet ski
5NyjOIjRKKM_000018	wolf howling
0ti14lvd2Aw_000000	rooster crowing
0Olm321vgk8_000030	female singing
NuvgBjmUW1g_000140	lion growling
E7CeefZM4I8_000008	squirrel chattering
0ZxpQ87jdgQ_000037	donkey braying
7nl6lLs3dn8_000119	woman singing
YFmO4K_mdTo_000181	leaf blower running
n4jf0RXGw7I_000019	finch singing
6gBqjgsHL2k_000030	water boiling
eyFBIA_HOmE_000030	woman singing
pSzTPGlNa5U_000030	woman singing
WftXzNONXZo_000169	sparrow chirping
R60qQ3ag8y8_000100	playing vibraphone
oEMLpCOWrqY_000030	baby crying
H_-2X4LNDH0_000001	typing on computer keyboard
0hfU27A6tus_000070	playing ukulele
mmkqzl_NHKs_000184	playing trumpet
OCaW_fZF1e8_000251	monkey screaming
nmp9yqhsjqg_000350	playing xylophone
A_0xhMEZ1Cg_000030	playing cello
_1vudgh5RpE_000059	fighter jet flyby
cD7zMUwX7T4_000038	playing cello
rRzWGIhwWAI_000030	playing violin
Cmhpj4MJ_hQ_000020	monkey chattering
Qsd19T8rN_8_000190	owl hooting
Amd-OLa3tMI_000030	roller coaster
KpzZokdRUuY_000040	dog eating biscuit
FmekHi2dLdI_000083	goat bleating
m1GaYAKcH9g_000050	ambulance siren
l5O87Umi7DI_000210	playing cello
8h_-FrApEwU_000242	playing conga
K7dXkfKAano_000576	pig eating
A6PMpITUNMs_000180	church choir singing
Ih0xy7tt2JY_000030	propeller plane
TDORLm3QYyA_000003	setting off explosives
U_bYlL9ap-o_000060	monkey chattering
i-g4r-1mKcg_000214	pouring rice
ILKdRNizGCs_000594	pig slopping
M7kdWvNks4U_000060	playing violin
4Psj5jYa7a4_000020	playing tuba
s5YKy0zJOIk_000040	horse snorting
zLfhRM6G0OU_000039	playing trumpet
HShbaC9ORSo_000410	truck engine cranking
haVBNvKQsEI_000020	cricket chirping
ILv7AQF-ltI_000030	wolf howling
eSKFXcMdFXI_000716	snake hissing
8aYRcSu-9Y8_000012	wolf growling
2sKmbnOi5S0_000006	playing squash
U3OC4jICMlI_000020	kitten meowing
P5tsRM1iokA_000030	playing synthesizer
K1ASf4xAexc_000030	baby babbling
Abezh6k-jOM_000030	tractor engine knocking
xZjbiCtvuNU_000896	hair dryer blowing
4IJCSuJoo9o_000002	riffling book
sZxl2Jj1Ujk_000317	music box
26dqZUTv5os_000175	construction worker hammering
1zQtgRqPHZU_000024	air conditioner running
gE-sdOo_bck_000000	pig squealing
REDLY6m3Muw_000042	foghorn sounding
Qovva-Q5vmM_000216	tape rewinding
k6ROAVZxzqM_000017	dog barking
Xx2YziXzVkg_000030	cat growling
TO7d2wx7Cq8_000058	grinding machine running
21I0YiLHzvg_000038	garage door closing
blT66g8x458_000180	stream babbling
WhD232bSL3w_000104	waterfall roaring
sNuctsHhAJg_000047	gorilla beating chest
xuMBy2NoROI_000030	driving car
BEGgDbKEXMw_000028	wolf howling
8DHtPopFvII_000080	male singing
EVSNLohmKFc_000540	dot matrix printer printing
zQ6QCEz5fPU_000057	woodpecker pecking
DexDu4FDEWM_000031	driving jet ski
u0LKPT1u1E8_000039	owl hooting
NyWZtL6Essc_000038	hyenas laughing
YsX-dUhC-_4_000000	dog yelping
31GOxPXDNkk_000068	playing violin
u7eeBFLqfoM_000180	carpenter hammering
pVf84f6xrBw_000070	playing synthesizer
zBuVTpKmgQE_000020	shaking maracas
5aEBWi9H0rg_000460	ship's bell ringing
R2Aq_j1TDSs_000040	drone flying
04QV0Xi5YTk_000030	playing harp
BLEthZXy35s_000250	roller coaster
eaLhdHS_3uU_000130	driving car
feMC18447Ec_000024	helicopter flyby
nmMqbo6pcTU_000144	playing banjo
1g3n6Zaqid8_000064	cricket chirping
URtpQZsUmBY_000030	goat bell
MGlXtoSD6SA_000033	dog barking
rO0jmZHwV8Q_000120	hyenas laughing
kf0YrFpuNKQ_000030	artillery cannon firing
Qu4HdM0sAOM_000059	person whistling
ZZhkohnlobs_000382	donkey braying
JV2OwVsxY_0_000000	kitten meowing
dFKYXLU3hWg_000098	ambulance siren
urZASbmHOO8_000130	jackhammer drilling
DpxmQlaOtDg_000194	foghorn blowing
C3LXTkKw6sU_000030	subway train moving
c8lfu6yJ0K4_000003	jet plane flying by
1f-L1M-S6RQ_000030	jet engine roaring
xAJtCxlsvGg_000084	chick peeping
fLPEAElOWho_000137	person stomping
BNrmXcZQ-p4_000030	propeller plane flying
Lyj48v3SEzs_000075	baby suckling
H1ynbvzW0js_000026	tiger growling
HSPBrLMYWQA_000030	dog barking
_cb_U_z_Ct0_000030	motorboat engine running
NJUl3gPX07o_000030	motorcycle engine revving
DJbFAoB4-_o_000170	dog hiccuping
_QjCOK638vc_000036	baby babbling
83XmpVJP-YY_000001	baby crying
r38dp-thzOc_000206	chicken clucking
ad6gQQ_0evk_000030	playing mandolin
bWyrxAZCOhA_000020	playing violin
0bobzCB2ObQ_000076	excavator digging
9BGpWG8iqpQ_000000	kookaburra laughing
2qAlWm3NES8_000034	woodpecker pecking
oSUCIMc3Vp8_000055	chimpanzee chattering
